Programming,Data Analysis,Machine Learning,Artificial Intelligence,Database Management,Software Development,Cybersecurity,Cloud Computing,Networking,Web Development,JavaScript,Python,Java,C++,SQL,HTML/CSS,APIs,Version Control,Agile Methodologies,DevOps,Data Visualization,Big Data,Linux,Windows,Project Management,Systems Design,Embedded Systems,Algorithms,Data Structures,Mobile Development,UX/UI Design,Testing/QA,Blockchain,IT Support,Business Analysis,Game Development,Cloud Services,Software Architecture,Scripting,Technical Documentation,Ethical Hacking,IoT,Virtual Reality,Augmented Reality,System Administration,Business Intelligence,Quantitative Analysis,Data Engineering,Computer Vision,Natural Language Processing,Robotics,Information Retrieval,Software Engineering,Network Security,Computer Graphics,Embedded Programming,Data Warehousing,Information Systems,Technical Support,Product Management,Research & Development,Digital Marketing,Algorithm Design,Application Development,Infrastructure Management,Enterprise Solutions,Shell Scripting,Penetration Testing,Cryptography,Load Balancing,Cloud Security,"Containerization (Docker, Kubernetes)",CI/CD Pipelines,API Development,Cross-Platform Development,Microservices,Distributed Systems,Edge Computing,Network Architecture,Network Protocols,Operating Systems,Parallel Computing,Quantum Computing,Real-Time Systems,Systems Integration,Virtualization,Data Governance,Data Mining,Data Privacy,Data Science,"Data Visualization Tools (Tableau, PowerBI)",Data Wrangling,Database Design,ETL Processes,Machine Learning Engineering,Model Deployment,Model Evaluation,Neural Networks,Predictive Analytics,Reinforcement Learning,Supervised Learning,Unsupervised Learning,Data Quality Assurance,Deep Learning,Bioinformatics,Cheminformatics,Computational Biology,Geographical Information Systems (GIS),Human-Computer Interaction,Information Security,Software Configuration Management,Supply Chain Management,Telecommunications,Technical Writing,User Research,User Testing,Career
9,7,3,4,4,5,5,2,4,3,5,2,5,2,4,2,2,4,3,1,5,4,4,1,2,5,1,8,4,4,3,8,4,5,5,2,5,4,5,2,3,2,3,5,1,2,3,5,3,3,4,1,5,3,5,1,5,1,4,3,9,4,5,4,2,4,2,5,2,3,4,3,2,2,5,3,2,1,3,1,4,2,2,1,3,4,2,3,4,2,2,2,2,4,5,5,1,4,1,4,2,3,1,4,5,4,5,1,5,3,3,5,5,2,2,5,Simulation Engineer
8,7,8,10,4,2,3,2,3,1,2,4,5,5,2,2,2,1,1,1,4,4,3,2,5,1,1,7,1,4,3,3,3,5,2,3,5,1,3,1,2,2,4,5,3,4,4,3,1,2,5,4,3,1,5,1,5,1,2,2,9,3,2,5,4,4,3,2,4,5,2,2,5,5,5,3,5,5,3,1,1,1,3,1,2,5,4,3,4,1,3,4,4,3,2,2,1,4,2,1,1,3,2,1,2,5,3,5,5,2,3,4,5,9,1,5,Research Scientist
9,3,4,2,4,5,3,4,1,1,5,1,2,2,2,5,1,2,1,3,5,1,5,3,3,1,3,3,2,3,5,2,5,2,5,9,2,2,2,3,4,3,9,8,1,2,4,1,3,2,1,1,1,2,7,2,4,5,4,1,2,1,4,2,4,4,4,1,5,1,4,2,2,3,2,4,5,4,3,2,4,1,4,2,3,2,4,5,1,4,4,1,2,4,4,2,5,4,4,2,3,2,4,3,1,3,3,4,2,4,3,4,5,4,3,3,AR/VR Developer
10,4,10,1,3,1,3,5,4,4,3,3,4,7,2,1,1,5,3,2,3,1,5,3,5,1,7,9,2,1,3,5,2,2,2,3,2,1,5,4,5,2,3,3,1,5,5,1,2,5,10,5,1,4,1,2,2,1,1,1,4,1,3,3,2,5,3,4,5,2,4,3,5,5,1,2,3,4,5,2,3,3,2,3,5,2,5,5,4,4,3,2,1,2,4,2,3,2,4,1,3,3,2,3,3,1,2,5,4,4,4,3,4,3,1,5,Robotics Engineer
8,8,3,5,5,3,1,5,5,4,1,4,5,1,4,3,4,4,1,2,7,2,5,2,1,1,5,5,4,2,2,2,3,5,4,1,4,3,4,1,5,2,1,5,3,4,5,2,2,4,5,1,2,1,3,1,4,1,2,4,2,1,3,2,5,1,1,2,1,2,4,2,2,4,1,3,4,5,5,4,5,2,1,2,3,4,1,5,1,5,3,2,4,1,3,1,5,4,5,2,5,4,5,3,5,4,5,3,4,1,4,2,1,2,4,2,Geographic Information Systems (GIS) Specialist
7,1,2,2,5,2,5,10,9,1,5,4,1,4,4,2,1,2,4,3,5,3,3,5,2,8,2,2,4,4,4,2,3,5,2,4,1,3,3,1,1,3,1,3,3,5,2,3,2,4,2,4,2,8,5,5,4,5,1,4,2,3,1,3,5,4,4,2,1,4,3,3,3,1,2,1,1,3,1,10,1,1,4,3,5,3,1,2,5,3,1,2,2,1,3,4,1,2,5,2,4,4,4,3,3,2,2,5,4,4,4,1,10,4,2,4,Telecommunications Engineer
8,8,7,3,5,1,4,10,2,5,5,2,1,1,4,5,5,2,1,3,3,7,5,1,1,4,2,5,5,1,2,1,5,4,3,4,2,1,5,2,1,3,3,5,1,4,1,9,5,5,4,5,1,4,4,3,3,3,1,2,2,5,1,1,5,2,4,3,5,4,2,5,3,2,2,2,3,1,1,1,4,1,5,1,4,3,3,4,1,5,4,1,4,5,4,7,5,8,4,4,2,3,3,4,2,4,4,1,2,4,4,5,2,1,4,1,Machine Learning Architect
9,4,3,1,1,4,5,2,5,5,4,1,5,10,3,3,4,2,5,3,4,4,5,2,2,8,10,4,2,5,2,9,1,3,3,3,1,4,9,1,4,2,3,1,4,5,5,3,3,5,2,4,1,3,4,5,4,3,2,2,3,3,1,2,3,1,3,2,5,2,2,3,2,2,4,5,5,3,4,3,4,2,2,7,4,1,1,4,4,1,3,3,1,2,5,3,4,4,5,3,1,1,5,1,2,1,5,5,2,2,2,4,4,1,3,1,Firmware Engineer
4,4,2,2,1,4,3,7,3,3,4,4,2,4,1,4,5,5,7,3,1,1,2,2,9,8,2,3,5,3,5,2,5,2,8,4,4,1,4,8,5,4,3,5,3,4,4,1,4,3,1,5,1,3,4,3,5,1,2,5,3,1,1,2,2,1,5,2,3,1,4,2,4,5,3,2,4,1,4,2,5,2,2,1,3,2,5,1,5,3,2,4,2,3,5,5,2,5,1,4,5,3,2,2,4,1,4,1,5,3,5,3,3,3,1,1,Digital Transformation Consultant
1,3,3,3,2,4,10,4,1,3,4,2,4,2,4,3,1,1,4,4,4,4,4,4,1,5,4,4,2,3,1,4,4,4,2,4,1,3,5,9,4,1,4,1,2,3,4,5,4,4,2,1,2,4,2,5,4,9,1,5,3,2,2,3,5,5,3,4,4,1,5,1,5,4,4,5,5,2,1,4,2,3,2,5,3,1,9,5,7,2,1,5,5,1,1,3,5,1,5,1,1,4,5,4,4,4,4,1,3,4,1,4,1,1,5,3,Data Privacy Officer
7,7,7,1,3,1,4,5,2,5,5,10,2,5,1,3,5,5,1,4,1,1,4,5,5,3,2,10,1,5,4,2,5,2,4,1,5,3,5,1,4,1,3,1,3,3,7,4,5,2,5,1,4,3,5,3,2,4,1,3,1,1,5,4,5,3,2,2,2,1,2,2,3,5,4,5,2,5,3,5,1,5,3,5,3,3,5,1,1,4,3,5,3,3,2,3,4,3,2,5,2,1,2,4,1,2,4,5,3,3,3,3,4,5,5,5,Quantitative Analyst
1,2,3,1,1,2,4,10,4,5,5,4,4,5,5,1,3,1,5,8,3,4,7,2,4,4,5,5,2,1,2,3,1,2,1,5,2,1,8,2,4,2,3,2,3,2,4,1,3,2,3,2,2,1,2,1,4,1,1,1,5,1,5,4,10,1,3,4,2,2,5,9,9,2,2,2,5,4,5,2,5,1,5,1,2,3,2,4,2,1,1,1,3,3,4,3,3,1,4,4,1,1,2,3,4,4,3,5,3,2,5,3,4,4,3,3,DevOps Engineer
8,2,3,3,7,2,4,2,1,4,4,5,3,4,1,4,7,5,4,3,1,2,1,5,3,1,2,1,4,1,4,1,10,1,5,2,5,3,3,2,1,2,1,5,1,4,2,4,2,3,3,5,1,2,4,4,2,1,3,1,1,1,1,4,4,4,4,3,10,1,1,4,2,1,2,2,4,5,1,5,5,5,5,3,4,1,5,3,1,4,2,3,3,2,1,2,5,2,5,3,3,3,3,4,4,2,1,2,2,5,4,2,2,5,4,5,Fintech Developer
8,5,4,4,3,2,5,3,1,2,4,3,9,4,3,2,10,7,3,5,4,4,4,4,1,5,5,2,5,7,4,10,3,3,1,5,3,1,4,2,3,5,3,4,1,4,2,1,2,3,3,3,1,5,1,1,4,1,5,2,5,3,3,4,3,5,5,3,3,5,2,4,2,5,5,2,4,3,1,1,1,3,1,3,2,5,2,2,3,2,2,2,1,4,2,3,5,2,5,4,3,2,4,1,4,2,1,3,4,2,4,3,5,1,5,5,Mobile App Developer
1,2,4,5,4,5,4,8,7,2,2,5,3,4,4,1,1,2,1,2,1,5,8,9,4,5,5,3,5,3,1,5,2,1,4,5,5,5,7,4,1,5,1,4,8,2,3,4,1,2,1,4,5,4,1,3,1,2,4,4,3,3,5,2,3,4,3,2,5,4,1,2,4,3,2,4,2,5,1,2,4,2,1,2,2,2,2,5,4,3,1,2,4,5,2,2,1,1,2,5,5,5,2,4,3,2,5,2,5,4,5,2,4,4,5,4,Systems Administrator
5,7,4,5,3,4,4,4,4,3,4,1,2,1,5,1,2,1,2,2,3,2,3,5,1,5,2,5,4,1,7,5,3,3,4,1,1,2,1,7,1,4,1,1,4,1,2,4,1,3,4,3,5,2,3,1,3,1,3,5,5,2,5,3,3,4,1,2,1,2,1,5,1,4,1,1,1,5,2,1,2,1,4,3,3,4,1,1,5,1,4,4,3,4,5,5,3,5,5,2,4,4,5,5,2,4,5,3,1,1,5,5,5,2,7,8,UI/UX Researcher
9,3,1,1,3,9,1,2,1,3,2,2,1,5,1,4,3,10,5,3,5,1,2,4,7,9,5,9,8,3,2,9,3,1,2,2,5,4,2,3,5,4,4,5,3,3,3,2,3,2,4,3,5,5,1,2,4,3,2,1,4,3,1,1,4,2,4,5,3,4,4,2,5,2,5,3,2,4,5,2,4,3,3,2,5,3,3,3,2,2,3,2,1,5,1,1,4,4,1,1,4,4,2,1,1,2,3,2,1,5,3,5,3,1,4,4,Software Engineer
2,1,4,4,5,3,1,5,4,10,8,4,5,3,1,10,8,10,4,1,4,3,1,2,2,4,1,4,3,1,1,8,3,4,4,5,3,2,4,5,5,2,3,2,3,1,2,1,2,3,2,5,5,1,2,5,4,5,3,4,4,4,1,1,1,2,5,3,3,2,4,4,3,4,5,1,1,2,1,3,3,1,3,2,4,5,1,2,2,1,4,3,3,3,3,4,3,5,2,2,2,4,2,4,4,1,4,3,1,1,5,5,5,2,2,5,Front-End Developer
10,8,7,1,2,4,5,3,2,5,4,8,1,5,5,4,1,4,2,4,8,4,3,1,1,5,4,4,4,2,4,5,3,2,5,4,3,5,4,3,5,1,2,3,5,3,1,4,5,4,4,5,4,5,3,1,1,3,5,4,5,1,1,4,5,2,1,1,4,5,3,2,2,5,2,2,3,4,5,2,2,2,2,2,5,4,5,3,2,1,5,4,4,2,4,2,1,1,1,4,5,4,5,1,8,4,8,5,3,2,5,1,5,3,2,1,Bioinformatics Specialist
10,5,8,5,5,5,5,4,2,4,2,5,4,9,5,2,4,2,3,1,2,2,2,5,5,5,7,10,2,5,1,5,2,1,5,3,5,2,5,5,5,2,5,3,1,5,2,5,4,1,7,5,1,2,5,1,4,5,1,4,4,2,2,2,5,4,3,4,5,2,1,5,3,5,5,2,2,1,1,2,4,4,4,4,3,1,3,2,4,3,3,4,4,1,4,2,2,5,3,2,4,4,2,1,4,4,5,3,1,1,1,5,1,3,2,2,Robotics Engineer
2,9,1,5,5,3,2,4,1,1,5,1,1,2,4,3,3,3,3,5,2,1,2,4,1,2,4,5,1,4,7,2,2,1,1,2,4,1,3,8,4,2,5,2,5,4,3,3,3,5,3,4,2,2,2,4,4,1,3,5,3,5,4,3,5,5,2,5,3,1,5,4,4,3,2,4,1,4,4,4,1,4,2,1,4,5,5,4,4,3,1,1,5,4,4,4,1,3,3,2,3,5,5,1,4,5,1,3,2,4,1,2,2,4,7,9,User Experience Researcher
7,8,4,5,4,4,4,5,4,3,3,2,1,3,2,1,2,1,2,1,1,3,8,5,2,7,5,7,2,3,1,3,3,3,5,1,5,4,4,4,1,1,2,2,4,5,4,3,3,4,4,1,1,4,5,2,2,5,5,3,4,4,2,2,5,3,5,3,4,3,1,3,3,1,2,3,3,4,3,4,1,7,3,4,5,4,5,4,1,2,1,4,4,1,3,1,4,4,4,2,5,3,3,5,4,1,1,3,5,2,4,5,3,2,4,1,High-Performance Computing (HPC) Engineer
7,5,1,5,4,4,1,1,5,4,4,4,1,5,3,5,4,4,5,1,1,2,4,4,4,1,3,2,1,5,5,4,5,1,5,9,3,2,2,4,4,5,8,7,1,1,5,4,5,1,2,2,5,2,7,3,4,4,1,1,5,1,5,2,4,2,4,4,1,1,4,2,1,1,2,5,4,5,5,5,3,2,4,2,3,3,5,2,1,4,3,1,4,1,3,4,4,5,1,5,3,3,5,1,5,2,1,4,2,2,4,5,3,4,5,2,AR/VR Developer
4,3,2,5,7,1,7,2,1,4,4,5,5,1,4,1,3,2,1,2,1,5,2,5,1,1,1,5,1,2,1,1,4,5,5,4,5,5,2,7,2,1,4,1,3,2,3,4,5,5,1,2,4,4,1,4,2,9,5,4,4,5,4,2,2,4,1,1,4,4,4,3,5,3,3,2,2,5,2,1,1,1,1,5,1,4,7,4,9,4,2,1,2,2,4,3,2,2,4,3,5,3,8,1,5,5,5,2,1,1,1,4,3,3,1,3,Data Governance Analyst
5,5,1,5,1,1,10,4,4,1,5,2,1,2,2,2,4,3,4,5,3,2,5,1,10,4,5,1,3,3,5,2,2,5,1,3,2,3,2,7,5,1,4,3,4,5,5,3,5,2,3,4,3,4,1,4,4,7,1,5,1,3,4,4,2,4,1,2,2,1,4,4,2,2,1,3,1,4,4,1,2,5,3,1,4,5,3,2,10,4,3,1,2,4,5,5,3,2,2,2,5,2,3,2,1,2,5,1,5,2,4,4,5,3,4,1,IT Auditor
2,4,1,2,4,5,5,8,7,1,5,3,3,4,5,1,5,5,2,1,2,3,1,2,7,4,1,1,3,5,4,2,5,7,1,1,3,1,1,1,5,1,2,2,7,1,5,1,3,5,3,4,1,1,5,1,2,5,10,1,2,2,1,2,2,1,5,3,3,1,5,1,4,4,4,1,2,4,3,5,4,2,1,2,1,5,1,5,1,2,3,1,5,2,4,4,1,4,5,1,2,1,4,1,3,5,5,1,3,2,1,2,5,2,5,2,IT Operations Manager
10,2,3,1,5,3,4,5,4,2,4,2,10,1,5,3,10,10,1,1,1,4,2,1,2,1,5,3,3,9,2,7,4,4,4,2,4,3,5,1,5,1,2,1,4,2,1,4,3,4,4,3,1,1,1,4,2,1,2,2,4,2,1,2,1,5,3,1,1,3,1,5,4,2,5,2,4,3,2,5,1,2,3,5,1,3,2,4,5,5,3,1,5,1,4,5,2,4,4,3,2,4,2,1,5,1,2,4,5,1,1,3,3,3,1,1,Mobile App Developer
7,10,3,3,5,3,2,3,2,5,1,1,4,2,5,4,4,4,4,2,2,1,1,2,4,2,5,7,2,5,1,2,2,3,4,4,5,5,3,2,4,3,4,4,2,2,3,5,4,3,5,3,4,5,5,1,4,5,4,5,10,1,4,5,5,3,2,2,8,1,1,3,5,5,3,1,4,2,3,4,2,8,7,4,2,1,3,4,1,4,2,4,5,4,4,3,4,4,4,2,4,3,4,2,4,3,3,2,1,2,2,2,2,3,5,2,Quantum Computing Engineer
10,4,9,9,2,1,5,1,2,3,4,9,3,5,5,3,1,4,5,1,2,3,5,1,2,1,1,8,1,5,1,5,3,3,1,3,5,4,1,5,4,3,4,3,4,3,4,5,5,8,4,5,4,2,4,4,3,1,3,1,10,2,3,4,4,5,4,2,3,2,5,3,5,2,5,3,4,2,2,2,3,1,2,4,2,1,3,4,5,5,5,4,1,5,1,4,4,9,3,2,3,5,3,5,5,4,1,2,4,2,4,2,2,5,4,1,AI Research Scientist
2,5,2,5,3,7,2,3,2,3,3,4,3,1,3,3,5,1,8,1,1,3,3,5,8,7,1,5,3,5,3,5,5,4,4,3,1,9,1,7,1,2,3,5,2,5,1,2,4,1,3,3,5,5,5,5,2,1,4,5,2,4,2,5,3,3,5,1,4,1,4,5,1,2,5,2,5,2,2,3,1,1,1,3,2,3,3,4,4,1,1,3,3,5,3,1,1,1,3,4,2,2,5,1,4,2,5,1,3,2,3,3,1,5,5,1,Software Development Manager
1,4,1,3,5,9,2,8,3,4,4,1,5,4,1,5,5,2,4,4,2,4,4,3,9,10,2,1,5,2,1,4,5,3,8,4,3,5,3,1,4,4,4,1,5,2,3,3,4,4,2,2,4,1,5,5,2,1,1,3,1,2,4,4,4,2,3,2,1,1,4,1,4,1,4,2,3,4,3,2,4,4,3,4,2,2,1,4,4,1,5,4,5,2,3,4,4,1,2,1,3,4,1,3,4,3,5,2,5,5,1,3,3,1,5,5,Chief Technology Officer (CTO)
2,2,2,4,1,5,7,5,1,4,2,5,5,1,1,2,2,4,2,4,1,3,3,3,1,3,2,4,1,3,4,3,3,2,3,1,5,3,4,3,1,1,4,2,3,2,5,2,3,2,3,2,1,7,4,2,2,2,2,5,4,3,3,5,4,4,5,10,7,1,1,3,4,4,4,1,4,3,5,5,10,1,3,3,4,1,3,1,4,4,2,3,1,2,3,3,4,4,5,4,2,3,1,1,2,1,2,5,2,7,5,5,1,3,1,1,Information Security Analyst
7,2,10,10,4,3,1,3,5,2,4,3,5,10,2,1,1,3,2,3,2,2,3,5,2,4,5,4,8,5,3,5,4,3,5,1,3,5,1,4,2,3,5,5,4,4,1,4,1,1,3,3,5,4,5,2,3,4,3,4,4,1,9,1,1,1,2,3,1,1,3,4,4,3,4,4,2,5,1,4,2,4,4,5,2,5,1,1,5,5,1,1,1,5,3,2,2,1,5,3,3,3,1,5,2,5,3,4,1,1,1,1,5,1,4,5,Algorithm Engineer
10,8,9,5,1,2,1,1,5,3,3,9,2,3,1,5,5,2,4,2,2,3,1,2,4,1,2,8,1,4,1,5,1,5,3,3,1,1,4,1,5,2,3,4,5,2,9,2,3,2,5,1,2,1,1,5,3,5,3,5,1,1,5,5,4,1,3,5,3,2,3,4,5,2,5,3,1,5,4,5,2,5,2,2,1,1,5,2,1,4,2,4,3,2,5,3,4,4,3,4,5,5,1,4,2,4,4,3,1,1,3,3,1,1,2,3,Quantitative Analyst
5,3,1,2,1,1,10,4,4,3,4,4,5,4,4,3,4,5,5,4,4,5,2,3,4,2,4,3,3,3,2,4,1,4,3,2,4,5,3,9,4,2,5,2,3,4,3,3,3,4,1,4,3,10,5,1,2,1,2,3,2,1,3,2,1,2,3,10,8,1,2,5,3,3,1,2,1,3,3,5,1,2,4,5,4,4,4,2,4,5,1,4,2,4,2,2,5,4,2,1,4,3,1,5,2,3,4,2,3,10,1,4,1,3,1,1,Digital Forensics Analyst
10,9,2,1,3,4,5,4,2,2,3,3,3,1,3,4,5,4,4,5,3,3,7,4,1,7,3,8,3,3,5,1,4,1,4,2,3,1,4,4,2,3,1,5,4,5,3,4,4,3,4,4,4,3,3,2,1,1,2,5,4,5,1,1,1,4,3,4,5,5,4,4,5,1,2,5,1,3,5,1,5,10,5,2,3,4,4,4,3,1,5,1,1,1,2,1,1,4,5,2,1,3,4,3,1,2,2,3,1,2,1,4,1,1,5,3,High-Performance Computing (HPC) Engineer
7,9,9,2,4,1,4,7,3,3,3,2,2,5,2,3,4,3,2,3,2,10,3,2,5,2,1,3,3,2,2,4,1,3,2,4,1,2,4,5,1,4,4,5,3,5,4,9,3,4,2,3,3,3,5,1,2,3,3,1,2,3,1,4,1,2,3,5,4,1,2,3,5,5,1,4,1,5,2,1,4,4,3,5,3,2,4,3,1,2,3,5,3,2,5,7,4,9,2,4,3,4,1,2,5,5,5,3,3,1,1,4,3,2,1,2,Machine Learning Architect
10,4,2,4,3,1,10,3,2,4,5,2,4,5,1,4,3,2,5,5,3,1,4,2,1,2,2,2,4,8,2,4,5,2,2,4,3,5,1,1,4,3,3,3,5,4,2,1,3,2,2,2,1,9,1,2,4,1,2,4,3,3,4,1,5,4,4,8,5,3,1,3,5,4,3,5,1,1,3,1,9,2,3,2,4,3,5,2,2,2,2,2,5,4,1,5,4,1,1,5,3,1,3,2,2,5,2,5,1,2,2,5,5,5,3,5,Mobile Security Specialist
7,3,7,5,4,5,4,3,1,5,5,4,2,4,1,3,3,4,4,3,1,2,1,1,3,1,5,3,2,1,4,9,4,2,3,9,3,5,3,4,5,2,2,7,3,2,2,3,3,5,3,5,4,4,10,4,5,4,5,3,3,5,5,1,5,4,1,1,4,1,3,1,2,1,5,3,2,4,5,4,1,3,4,1,2,1,4,1,3,1,5,2,3,2,1,1,4,3,2,5,5,1,1,1,5,1,1,2,1,4,3,3,5,5,1,4,Augmented Reality Engineer
4,5,1,1,5,4,4,3,5,7,7,2,1,5,2,10,8,7,1,2,3,4,1,5,4,3,1,1,4,3,5,9,5,5,4,1,1,5,2,2,5,3,3,3,5,1,1,3,1,5,4,4,2,3,2,4,5,2,3,5,2,4,3,2,3,1,4,1,3,2,3,3,2,1,2,4,4,5,4,2,3,2,1,4,5,5,2,1,3,1,2,3,4,1,4,1,2,2,4,5,4,3,4,2,3,4,1,5,2,1,2,4,2,1,4,4,Front-End Developer
2,5,4,1,2,4,10,2,5,2,1,5,2,5,4,3,1,4,2,5,3,5,3,4,7,5,3,5,2,2,4,5,2,3,1,2,4,2,4,8,5,4,3,3,4,2,4,3,2,5,3,2,5,3,2,4,5,1,3,4,1,1,2,2,2,5,2,3,4,5,4,2,5,4,5,3,3,2,2,2,3,4,1,5,1,5,1,2,8,2,1,3,2,3,1,4,3,4,2,5,1,1,2,1,5,4,2,1,4,10,2,2,5,3,2,1,IT Compliance Manager
9,1,2,2,1,8,2,3,4,2,2,3,3,4,5,2,4,2,3,8,2,1,4,2,5,5,4,5,5,2,3,9,1,3,5,3,4,1,8,4,3,5,3,3,10,2,4,4,3,4,3,5,3,3,5,1,2,5,1,4,4,2,2,1,4,4,4,2,2,2,2,3,10,2,2,3,1,4,2,5,2,3,2,2,4,3,2,1,4,4,1,3,4,4,2,2,5,2,4,4,2,1,2,3,4,1,3,5,5,3,4,5,2,4,1,1,Software Deployment Engineer
7,10,8,5,1,2,1,1,1,4,5,8,3,1,1,3,4,5,3,3,1,1,1,4,2,5,5,10,1,5,5,2,3,1,1,5,2,3,3,2,1,4,2,2,1,3,1,2,7,3,3,5,3,4,4,1,2,3,4,5,5,3,3,2,3,3,5,4,4,1,1,5,2,3,5,5,2,1,3,5,3,5,4,5,2,3,2,4,3,4,2,4,5,5,5,3,1,1,1,4,5,3,3,7,5,2,4,4,5,5,5,3,4,5,3,3,Computer Vision Engineer
10,4,8,8,1,5,3,2,4,4,4,5,5,10,1,4,4,2,5,1,1,3,3,1,3,3,2,1,9,2,5,4,2,5,1,5,3,3,1,3,2,3,4,5,4,2,3,5,3,4,4,1,4,4,1,2,5,1,3,3,4,4,8,2,2,5,2,1,5,3,1,5,1,4,3,5,5,5,3,2,4,1,3,1,5,1,4,1,5,2,5,5,3,1,5,5,2,5,1,5,5,4,4,2,3,2,5,2,5,4,3,5,5,3,1,2,Algorithm Engineer
2,10,2,2,1,2,3,2,1,2,4,4,4,2,4,5,1,1,3,5,1,2,2,3,5,5,2,1,1,1,8,3,4,5,2,1,2,3,2,8,5,3,3,5,2,4,1,1,2,2,1,2,5,2,2,2,5,1,3,2,5,5,2,3,3,4,2,4,4,1,4,3,3,3,1,2,4,5,4,5,3,4,4,2,5,5,3,3,2,3,3,1,2,5,2,1,5,5,3,3,2,4,4,2,1,1,4,4,3,5,4,1,3,5,8,8,UI/UX Researcher
3,4,5,5,1,2,1,3,4,1,4,1,3,3,7,2,1,4,4,4,5,8,1,3,2,3,5,3,3,3,2,2,4,1,5,5,2,2,2,5,1,2,5,1,3,5,5,4,2,4,4,4,5,3,1,5,9,2,4,1,1,3,1,1,4,2,1,3,3,5,5,2,2,4,5,1,3,2,3,5,5,1,2,1,5,1,8,1,3,2,5,3,9,8,5,4,1,2,4,1,1,4,4,2,3,1,4,5,5,4,1,1,5,2,3,2,Data Architect
10,7,10,10,2,2,1,5,5,4,3,7,5,2,4,2,5,2,2,5,1,4,4,2,3,4,1,7,2,3,4,1,4,5,5,1,3,5,5,4,2,4,1,4,5,5,3,1,9,3,1,2,5,2,3,1,5,3,5,5,1,3,1,1,4,3,4,5,4,1,3,2,5,2,3,5,4,4,5,4,2,1,5,1,4,4,5,3,4,1,5,3,2,5,2,5,1,7,4,2,3,5,3,2,1,3,4,5,1,4,4,5,3,5,5,3,Artificial Intelligence Engineer
4,2,5,4,3,1,10,5,1,5,3,3,3,5,2,2,2,4,1,1,4,3,4,3,7,1,3,3,1,5,4,2,3,1,2,5,1,1,4,8,3,1,3,1,1,1,2,5,4,5,2,2,2,3,3,4,3,5,2,2,5,1,5,5,1,1,4,3,1,3,4,4,2,2,4,3,1,2,3,2,2,2,1,4,1,5,1,3,2,2,4,2,4,2,2,4,5,1,2,3,1,3,2,5,2,3,4,3,1,9,1,1,4,4,1,5,IT Risk Manager
4,4,4,3,2,1,3,5,2,3,5,3,3,2,9,2,2,4,1,1,3,7,4,1,3,1,3,5,1,3,3,5,3,1,4,4,1,5,2,2,2,5,2,2,3,1,2,3,4,3,2,3,3,4,1,1,10,4,1,2,1,4,1,2,4,5,3,5,3,4,4,3,3,5,3,2,5,1,3,4,4,5,1,1,3,2,7,5,2,3,4,2,8,8,3,4,2,2,2,3,2,5,2,1,1,3,2,3,4,4,3,4,1,1,3,4,Data Architect
9,10,1,5,3,3,5,2,3,4,1,2,5,2,2,2,2,3,5,2,1,5,8,2,5,9,5,7,4,1,2,4,1,5,4,2,1,2,3,2,4,3,4,1,1,3,3,5,2,5,4,4,1,4,3,5,1,4,3,1,2,1,1,5,2,3,4,3,4,3,2,5,5,4,5,2,2,3,4,5,2,7,2,3,4,3,4,5,3,5,5,2,4,5,3,1,3,5,1,2,1,3,4,4,4,4,1,2,2,3,3,4,4,5,4,4,High-Performance Computing (HPC) Engineer
3,3,4,1,1,3,2,10,7,3,3,1,5,2,4,5,5,2,2,5,3,5,8,9,4,2,4,3,4,3,5,3,3,5,4,3,3,3,8,3,2,4,1,3,10,5,1,4,2,3,5,4,1,5,2,3,5,4,4,3,2,5,1,3,3,2,5,3,5,2,1,3,4,5,3,2,5,4,1,4,5,3,5,5,3,2,1,5,3,5,3,5,4,3,1,3,3,2,4,4,2,4,4,5,4,3,2,1,5,3,1,1,5,5,3,3,Systems Administrator
1,2,3,2,2,4,7,1,4,2,3,3,1,4,1,3,3,5,4,4,5,3,4,2,1,9,2,2,4,2,5,2,5,2,4,3,4,5,1,1,3,2,5,3,1,4,3,3,4,3,1,2,2,7,4,2,3,1,4,4,3,5,4,3,2,2,5,9,8,4,2,5,3,2,1,4,1,2,1,1,2,4,3,5,3,5,2,5,1,1,2,4,5,3,1,5,4,2,3,4,1,5,2,1,4,1,2,3,3,7,3,4,1,3,4,5,Security Architect
9,3,2,2,9,2,5,10,2,4,2,5,2,3,4,5,9,5,5,3,1,1,5,5,8,3,3,4,4,3,5,4,2,1,4,3,2,1,4,5,3,2,3,1,3,2,4,4,5,1,1,4,3,4,1,2,3,1,3,1,3,1,4,1,5,4,5,1,4,1,2,1,5,3,3,3,4,2,3,4,4,2,3,2,10,5,4,4,3,5,5,3,2,1,3,4,1,5,2,4,1,2,1,5,2,2,5,3,1,5,1,1,4,1,1,4,Middleware Engineer
5,1,2,5,9,5,1,5,1,7,8,4,4,3,4,9,10,5,1,1,4,5,5,4,2,4,5,4,3,4,2,2,4,4,3,4,3,4,4,1,1,2,4,4,1,2,1,2,1,5,5,1,2,1,5,5,4,3,3,3,2,3,4,1,5,5,4,2,1,3,5,5,4,3,3,3,2,5,4,4,5,3,4,4,2,5,3,5,2,5,4,1,4,5,4,2,2,1,5,4,1,5,2,1,2,1,2,4,2,5,4,3,1,2,1,4,E-commerce Developer
